NCBI accession,GTDB accession,GTDB taxonomy,NCBI FTP path
GCF_000143685.1,RS_GCF_000143685.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B ljungdahlii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/685/GCF_000143685.1_ASM14368v1
GCF_000143845.1,RS_GCF_000143845.1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1
GCF_000143965.1,RS_GCF_000143965.1,d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Desulfarculus;s__Desulfarculus baarsii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/965/GCF_000143965.1_ASM14396v1
GCF_000143985.1,RS_GCF_000143985.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-16054;f__Sediminispirochaetaceae;g__Sediminispirochaeta;s__Sediminispirochaeta smaragdinae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/985/GCF_000143985.1_ASM14398v1
GCF_000144405.1,RS_GCF_000144405.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1
GCF_000144605.1,RS_GCF_000144605.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas subvibrioides,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/605/GCF_000144605.1_ASM14460v1
GCF_000144625.1,RS_GCF_000144625.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora saccharolytica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/625/GCF_000144625.1_ASM14462v1
GCF_000144645.1,RS_GCF_000144645.1,d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__Thermosediminibacter;s__Thermosediminibacter oceani,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/645/GCF_000144645.1_ASM14464v1
GCF_000144695.1,RS_GCF_000144695.1,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halobacteroidales;f__Acetohalobiaceae;g__Acetohalobium;s__Acetohalobium arabaticum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/695/GCF_000144695.1_ASM14469v1
GCF_000145035.1,RS_GCF_000145035.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio proteoclasticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/035/GCF_000145035.1_ASM14503v1
GCF_000145215.1,RS_GCF_000145215.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor obsidiansis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/215/GCF_000145215.1_ASM14521v1
GCF_000145235.1,RS_GCF_000145235.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora aurantiaca,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/235/GCF_000145235.1_ASM14523v1
GCF_000145255.1,RS_GCF_000145255.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella capsiferriformans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/255/GCF_000145255.1_ASM14525v1
GCF_000145275.1,RS_GCF_000145275.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_K;s__Clostridium_K cellulovorans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/275/GCF_000145275.1_ASM14527v1
GCF_000145615.1,RS_GCF_000145615.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacterium;s__Thermoanaerobacterium thermosaccharolyticum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/615/GCF_000145615.1_ASM14561v1
GCF_000146185.1,RS_GCF_000146185.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/185/GCF_000146185.1_ASM14618v1
GCF_000196535.1,RS_GCF_000146285.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1
GCF_013127755.1,RS_GCF_000146325.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/127/755/GCF_013127755.1_ASM1312775v1
GCF_000146505.1,RS_GCF_000146505.1,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1
GCF_000147335.1,RS_GCF_000147335.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Gloeothece;s__Gloeothece verrucosa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/335/GCF_000147335.1_ASM14733v1
GCF_000147355.1,RS_GCF_000147355.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas autotrophica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1
GCF_000147695.2,RS_GCF_000147695.2,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter wiegelii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/695/GCF_000147695.2_ASM14769v3
GCF_000147715.2,RS_GCF_000147715.2,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga prima,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/715/GCF_000147715.2_ASM14771v3
GCF_000148645.1,RS_GCF_000148645.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Ferrimonas;s__Ferrimonas balearica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/645/GCF_000148645.1_ASM14864v1
GCF_900638015.1,RS_GCF_000148995.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria grayi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/015/GCF_900638015.1_54984_A01
GCF_000152825.2,RS_GCF_000152825.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__Parvularcula bermudensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/825/GCF_000152825.2_ASM15282v2
GCF_000153485.2,RS_GCF_000153485.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus torquis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/485/GCF_000153485.2_ASM15348v2
GCF_000154785.2,RS_GCF_000154785.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/785/GCF_000154785.2_ASM15478v2
GCF_003213725.2,RS_GCF_000155475.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C cinaedi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/725/GCF_003213725.2_ASM321372v2
GCF_000155675.2,RS_GCF_000155675.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__Octadecabacter antarcticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/675/GCF_000155675.2_ASM15567v2
GCF_000155735.2,RS_GCF_000155735.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__Octadecabacter arcticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/735/GCF_000155735.2_ASM15573v2
GCF_000157895.3,RS_GCF_000157895.3,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium kansasii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/895/GCF_000157895.3_ASM15789v2
GCF_003019315.1,RS_GCF_000158195.2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A mortiferum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/315/GCF_003019315.1_ASM301931v1
GCF_009832765.1,RS_GCF_000159315.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus hilgardii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/765/GCF_009832765.1_ASM983276v1
GCF_009362935.1,RS_GCF_000159435.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/362/935/GCF_009362935.1_ASM936293v1
GCF_013267415.1,RS_GCF_000160075.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia defectiva,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/415/GCF_013267415.1_ASM1326741v1
GCF_002386265.1,RS_GCF_000160575.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/265/GCF_002386265.1_ASM238626v1
GCF_000069965.1,RS_GCF_000160755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1
GCF_002849915.1,RS_GCF_000160855.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/915/GCF_002849915.1_ASM284991v1
GCF_900477975.1,RS_GCF_000163435.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium jeikeium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/975/GCF_900477975.1_46983_G01
GCF_000163895.2,RS_GCF_000163895.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Filifactor;s__Filifactor alocis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2
GCF_000164695.2,RS_GCF_000164695.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/695/GCF_000164695.2_ASM16469v2
GCF_001461805.1,RS_GCF_000164865.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter_B;s__Enterobacter_B lignolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/461/805/GCF_001461805.1_ASM146180v1
GCF_000165465.1,RS_GCF_000165465.1,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium praevalens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/465/GCF_000165465.1_ASM16546v1
GCF_000165505.1,RS_GCF_000165505.1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter;s__Ilyobacter polytropus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/505/GCF_000165505.1_ASM16550v1
GCF_000165715.2,RS_GCF_000165715.2,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__Rubinisphaera brasiliensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/715/GCF_000165715.2_ASM16571v3
GCF_000166055.1,RS_GCF_000166055.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobium vannielii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/055/GCF_000166055.1_ASM16605v1
GCF_000166135.1,RS_GCF_000166135.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__Frankia;s__Frankia inefficax,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/135/GCF_000166135.1_ASM16613v1
GCF_000166295.1,RS_GCF_000166295.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter adhaerens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/295/GCF_000166295.1_ASM16629v1
GCF_000166335.1,RS_GCF_000166335.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor owensensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/335/GCF_000166335.1_ASM16633v1
GCF_000166355.1,RS_GCF_000166355.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor hydrothermalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/355/GCF_000166355.1_ASM16635v1
GCF_000166395.1,RS_GCF_000166395.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__Leadbetterella byssophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1
GCF_000166415.1,RS_GCF_000166415.1,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium hydrogeniformans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/415/GCF_000166415.1_ASM16641v1
GCF_000298875.1,RS_GCF_000166715.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/875/GCF_000298875.1_ASM29887v1
GCF_000166775.1,RS_GCF_000166775.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor kronotskyensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/775/GCF_000166775.1_ASM16677v1
GCF_003330785.1,RS_GCF_000172415.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia graminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/785/GCF_003330785.1_ASM333078v1
GCF_002393505.1,RS_GCF_000173415.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia alcalifaciens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/505/GCF_002393505.1_ASM239350v1
GCF_000834395.1,RS_GCF_000173735.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia aldovae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/395/GCF_000834395.1_ASM83439v1
GCF_000834455.1,RS_GCF_000173775.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia rohdei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/455/GCF_000834455.1_ASM83445v1
GCF_900638055.1,RS_GCF_000173915.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella haemolysans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/055/GCF_900638055.1_55147_A01
GCF_002302415.1,RS_GCF_000174755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1
GCF_000175215.2,RS_GCF_000175215.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis excentricus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2
GCF_000007105.1,RS_GCF_000175255.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/105/GCF_000007105.1_ASM710v1
GCF_001650235.3,RS_GCF_000175575.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A;s__Acidithiobacillus_A caldus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/650/235/GCF_001650235.3_ASM165023v3
GCF_000176035.2,RS_GCF_000176035.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium opportunistum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/035/GCF_000176035.2_ASM17603v2
GCF_009763765.1,RS_GCF_000176155.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio metschnikovii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/765/GCF_009763765.1_ASM976376v1
GCF_006364355.1,RS_GCF_000176175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio furnissii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/355/GCF_006364355.1_ASM636435v1
GCF_003355195.1,RS_GCF_000176735.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria polysaccharea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/195/GCF_003355195.1_ASM335519v1
GCF_000176855.2,RS_GCF_000176855.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_A;s__Acidovorax_A avenae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/855/GCF_000176855.2_ASM17685v2
GCF_000176915.2,RS_GCF_000176915.2,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio aespoeensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/915/GCF_000176915.2_ASM17691v2
GCF_000177235.2,RS_GCF_000177235.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Bacillus_AR;s__Bacillus_AR cellulosilyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/235/GCF_000177235.2_ASM17723v2
GCF_000177535.2,RS_GCF_000177535.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium resistens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/535/GCF_000177535.2_ASM17753v2
GCF_000177635.2,RS_GCF_000177635.2,d__Bacteria;p__Chrysiogenetota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Desulfurispirillum;s__Desulfurispirillum indicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/635/GCF_000177635.2_ASM17763v2
GCF_003020045.1,RS_GCF_000178115.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/045/GCF_003020045.1_ASM302004v1
GCF_003999355.1,RS_GCF_000178475.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/999/355/GCF_003999355.1_ASM399935v1
GCF_000178835.2,RS_GCF_000178835.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/835/GCF_000178835.2_ASM17883v2
GCF_000178955.2,RS_GCF_000178955.2,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__Granulicella_A mallensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/955/GCF_000178955.2_ASM17895v2
GCF_000178975.2,RS_GCF_000178975.2,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__Granulicella_C tundricola,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/975/GCF_000178975.2_ASM17897v2
GCF_000179635.2,RS_GCF_000179635.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D albus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/635/GCF_000179635.2_ASM17963v2
GCF_000179915.2,RS_GCF_000179915.2,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus saanensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/915/GCF_000179915.2_ASM17991v2
GCF_000182745.2,RS_GCF_000182745.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter medellinensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/745/GCF_000182745.2_ASM18274v1
GCF_000183135.1,RS_GCF_000183135.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter propionicigenes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/135/GCF_000183135.1_ASM18313v1
GCF_000183405.1,RS_GCF_000183405.1,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Calditerrivibrionaceae;g__Calditerrivibrio;s__Calditerrivibrio nitroreducens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/405/GCF_000183405.1_ASM18340v1
GCF_000183425.1,RS_GCF_000183425.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga tractuosa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/425/GCF_000183425.1_ASM18342v1
GCF_000183725.1,RS_GCF_000183725.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum kujiense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1
GCF_000183745.1,RS_GCF_000183745.1,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus profundus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/745/GCF_000183745.1_ASM18374v1
GCF_000184345.1,RS_GCF_000184345.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_A;f__Spirochaetaceae_A;g__Spirochaeta_A;s__Spirochaeta_A thermophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/345/GCF_000184345.1_ASM18434v2
GCF_000184685.1,RS_GCF_000184685.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Intrasporangium;s__Intrasporangium calvum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/685/GCF_000184685.1_ASM18468v1
